duration,protocol_type,src_bytes,dst_bytes,wrong_fragment,count,label
8.683,tcp,301.71,370.4,0,7,benign
0.136,tcp,21.17,14.72,0,18,dos
2.56,tcp,96.53,139.48,1,2,benign
7.267,tcp,281.21,387.83,0,7,benign
6.323,icmp,209.75,293.94,0,4,benign
0.325,tcp,51.93,35.64,0,14,dos
0.343,tcp,31.9,25.55,0,15,dos
0.752,icmp,18.16,25.97,1,18,dos
3.608,tcp,281.85,351.0,0,2,benign
2.046,tcp,210.83,239.83,0,7,benign
3.759,udp,268.33,252.75,0,8,benign
8.902,tcp,400.15,390.98,0,6,benign
3.551,icmp,204.39,193.97,0,7,benign
2.926,udp,812.52,941.34,0,1,r2l
0.744,udp,271.81,197.17,0,7,benign
5.935,tcp,330.66,317.43,0,7,benign
0.532,tcp,50.58,43.06,0,19,dos
4.289,icmp,248.62,243.79,0,5,benign
8.674,tcp,125.15,172.37,0,4,benign
9.531,icmp,1849.68,1244.91,0,2,u2r
4.695,udp,265.7,225.91,0,2,benign
17.678,udp,850.0,1179.01,0,2,u2r
3.644,udp,202.84,214.54,0,9,benign
4.131,icmp,357.25,321.48,0,7,benign
1.235,icmp,72.78,63.41,0,5,probe
0.097,udp,28.79,26.62,0,15,dos
6.524,udp,269.24,363.76,0,4,benign
4.107,tcp,191.56,188.72,0,7,probe
3.441,icmp,124.57,124.29,0,1,probe
0.301,udp,4.49,3.85,0,10,worm
0.01,icmp,36.67,30.64,0,28,dos
7.171,udp,153.94,164.2,0,7,benign
4.883,tcp,144.47,177.97,0,3,benign
4.223,icmp,231.04,228.36,0,4,benign
3.423,udp,127.47,189.06,0,3,probe
10.806,udp,179.82,201.9,0,5,r2l
4.084,icmp,212.8,282.1,0,6,benign
3.042,icmp,84.64,119.08,0,5,probe
9.841,tcp,238.35,234.46,0,6,benign
6.017,icmp,247.94,309.49,0,7,benign
3.467,tcp,150.83,128.69,0,5,benign
2.544,udp,232.75,227.59,0,1,benign
5.822,udp,476.75,513.91,0,4,benign
4.519,udp,278.52,303.54,0,7,benign
2.678,udp,400.56,285.52,0,5,benign
0.198,tcp,31.95,37.54,0,23,dos
8.618,tcp,238.43,348.33,0,4,benign
18.331,udp,930.23,1028.15,0,3,u2r
1.338,udp,307.42,208.65,0,5,benign
10.064,udp,252.18,291.58,0,2,benign
0.297,tcp,18.23,24.85,0,14,dos
4.785,tcp,120.87,82.33,0,5,benign
5.264,udp,130.38,168.59,0,4,benign
0.293,icmp,27.74,31.74,0,19,dos
0.047,tcp,6.9,7.4,0,19,dos
5.454,icmp,93.47,133.04,0,5,benign
2.932,icmp,93.4,93.41,0,6,probe
8.152,udp,256.26,252.48,0,5,benign
6.197,icmp,218.98,164.31,0,8,benign
4.387,icmp,315.64,394.42,0,3,benign
7.095,icmp,39.89,48.27,0,9,benign
13.833,icmp,341.2,325.65,0,4,r2l
1.547,tcp,89.88,118.33,0,2,probe
5.261,tcp,505.18,395.58,0,5,benign
3.78,udp,214.98,201.95,0,7,benign
8.412,tcp,302.36,295.73,0,11,benign
2.435,udp,297.86,331.41,0,5,benign
5.344,tcp,189.31,213.58,0,5,benign
8.208,icmp,216.92,182.84,0,3,benign
3.843,udp,417.2,621.1,0,4,r2l
7.89,tcp,263.91,221.99,0,6,benign
9.571,tcp,324.46,426.29,0,6,r2l
2.92,udp,91.87,127.07,0,6,probe
3.155,udp,125.86,85.45,0,8,probe
0.127,tcp,5.95,4.24,0,4,worm
8.022,icmp,291.6,211.24,0,6,benign
1.38,udp,262.97,178.56,0,0,benign
8.281,icmp,150.25,122.52,0,8,benign
3.138,udp,250.34,326.37,0,7,benign
5.538,icmp,161.3,206.19,0,5,benign
5.905,udp,289.36,340.94,0,4,benign
8.889,udp,255.63,291.46,0,5,benign
16.029,icmp,683.69,972.58,0,4,u2r
4.697,udp,113.82,102.92,0,5,probe
2.068,tcp,342.75,303.17,0,5,benign
2.777,udp,66.61,49.98,0,5,probe
4.62,udp,517.99,524.74,0,7,r2l
7.272,tcp,213.07,212.42,0,0,benign
6.796,tcp,223.07,278.81,0,6,benign
3.1,tcp,129.17,97.16,0,4,probe
3.976,tcp,187.05,128.52,0,8,benign
7.843,udp,308.44,306.17,0,5,benign
7.946,tcp,298.2,402.52,0,6,benign
5.198,icmp,472.11,447.85,0,4,benign
2.7,tcp,78.93,98.22,0,10,benign
0.562,udp,28.0,26.1,1,15,dos
5.743,tcp,125.09,102.1,0,3,probe
9.317,icmp,296.5,229.05,0,11,benign
6.788,tcp,416.6,286.15,0,5,benign
0.34,icmp,29.39,43.15,0,20,dos
7.339,icmp,549.92,431.3,0,6,benign
4.425,tcp,143.41,138.68,0,6,benign
5.85,udp,216.86,284.69,0,5,benign
6.217,udp,144.31,129.62,0,3,benign
5.831,icmp,397.17,587.21,0,6,r2l
1.014,icmp,310.32,263.7,0,4,benign
3.69,udp,305.86,353.78,0,4,benign
1.627,icmp,308.42,218.14,0,5,benign
6.581,udp,233.37,323.59,0,6,benign
5.739,tcp,370.51,356.31,0,9,benign
5.879,udp,127.4,190.66,0,3,benign
5.893,tcp,237.58,192.9,0,1,benign
1.571,icmp,394.89,346.04,0,7,benign
5.079,udp,221.25,193.48,0,3,benign
0.233,tcp,38.66,34.78,0,12,dos
4.273,udp,121.75,179.06,0,9,benign
2.554,icmp,36.81,43.09,0,7,probe
0.402,tcp,13.79,13.46,0,20,dos
0.626,udp,26.58,39.62,0,21,dos
5.576,icmp,227.4,287.24,0,2,benign
3.274,udp,407.57,352.15,0,8,benign
0.368,udp,27.76,23.98,0,25,dos
6.8,tcp,418.79,288.4,0,5,benign
0.053,tcp,14.67,17.55,0,20,dos
1.096,icmp,85.62,109.35,0,1,probe
7.246,icmp,152.13,208.28,0,2,benign
7.25,tcp,167.02,220.45,0,4,benign
5.18,udp,85.64,114.98,0,8,benign
5.176,tcp,231.29,158.59,0,5,benign
0.01,tcp,8.37,7.38,0,4,worm
0.292,udp,15.16,16.4,0,22,dos
2.67,udp,152.63,122.54,0,3,benign
11.99,udp,204.62,137.32,0,7,r2l
4.799,icmp,296.05,325.08,0,4,benign
0.806,udp,101.75,117.68,0,4,probe
4.766,udp,285.42,225.63,0,5,benign
6.842,tcp,155.27,136.16,0,2,benign
6.462,icmp,286.16,256.43,0,4,benign
4.592,udp,208.57,276.54,0,7,benign
0.567,udp,29.45,31.99,0,18,dos
18.562,tcp,733.99,985.11,0,6,u2r
3.5,udp,60.02,74.23,0,3,probe
5.409,udp,226.89,329.88,0,4,benign
3.36,icmp,364.23,257.75,0,7,benign
2.544,icmp,231.9,310.59,0,9,benign
4.119,icmp,325.65,223.59,0,6,benign
4.951,tcp,355.6,275.75,0,8,benign
5.793,udp,390.24,283.49,0,2,benign
4.718,tcp,391.14,427.11,0,9,benign
2.656,tcp,160.69,238.23,0,5,benign
5.329,icmp,283.26,421.85,0,2,benign
3.275,icmp,355.74,412.89,0,4,benign
4.226,tcp,148.12,114.09,0,2,probe
4.528,tcp,283.96,269.55,0,4,benign
3.434,udp,159.97,119.95,0,7,benign
4.486,tcp,197.77,224.13,0,3,r2l
21.924,tcp,572.52,519.41,0,8,u2r
10.197,tcp,556.27,615.06,0,5,r2l
5.605,tcp,71.87,77.07,0,4,probe
3.541,udp,254.29,201.8,0,5,benign
0.816,icmp,13.9,18.12,1,19,dos
9.041,udp,298.75,349.35,0,6,benign
4.527,udp,247.97,255.21,0,6,benign
11.814,udp,388.47,387.75,0,5,r2l
6.232,udp,139.52,129.1,0,6,benign
4.387,udp,115.78,172.2,0,6,benign
0.259,udp,3.79,4.48,0,3,worm
2.975,udp,170.75,241.72,0,2,benign
3.943,udp,234.81,211.49,0,5,benign
2.086,icmp,242.7,179.8,0,6,benign
5.434,tcp,246.38,314.12,0,7,benign
4.69,tcp,373.73,277.64,0,6,benign
2.166,tcp,327.79,283.86,0,5,benign
15.978,icmp,934.7,992.02,0,3,u2r
0.188,udp,2.53,2.92,0,5,worm
3.721,icmp,209.46,193.17,0,10,benign
11.352,tcp,684.32,513.76,0,4,u2r
1.635,icmp,247.35,266.35,0,4,benign
3.268,icmp,289.72,245.72,0,3,benign
3.42,icmp,393.87,270.16,0,2,benign
13.812,udp,612.54,669.48,0,6,r2l
6.684,udp,296.1,362.86,0,7,benign
2.444,icmp,302.8,313.72,0,5,benign
2.248,udp,383.43,383.73,0,3,benign
3.082,tcp,85.37,116.04,0,9,probe
5.229,icmp,294.78,269.88,0,3,benign
9.154,tcp,439.61,318.71,0,4,r2l
7.675,udp,289.83,391.41,0,8,benign
4.622,icmp,23.55,33.2,0,7,probe
0.647,tcp,35.33,42.04,0,23,dos
5.628,udp,326.36,281.4,0,8,benign
3.072,tcp,228.39,200.43,0,2,benign
8.166,icmp,350.97,455.75,0,7,benign
3.195,icmp,182.77,206.79,0,4,benign
2.288,udp,66.24,70.97,0,9,benign
7.031,icmp,325.36,261.53,0,7,benign
0.545,udp,23.77,29.67,0,25,dos
3.034,udp,183.2,228.4,0,6,benign
5.471,tcp,213.14,172.03,0,3,benign
0.191,tcp,38.94,34.5,0,24,dos
0.646,tcp,20.46,18.24,0,23,dos
7.672,udp,306.72,244.22,0,5,benign
5.759,tcp,260.71,206.55,0,9,benign
9.04,icmp,517.01,688.74,0,7,r2l
2.359,udp,391.5,289.17,0,4,benign
0.01,tcp,270.17,190.51,0,3,benign
0.686,tcp,23.65,25.96,0,14,dos
4.571,icmp,363.73,472.55,0,5,benign
2.142,udp,293.53,249.4,0,4,benign
5.488,tcp,280.46,247.04,0,2,benign
0.643,udp,24.28,27.53,0,16,dos
2.206,icmp,240.66,225.85,0,6,benign
3.244,tcp,324.4,328.73,0,6,benign
0.01,icmp,258.29,324.8,0,8,benign
3.023,udp,187.07,202.89,0,2,benign
8.557,udp,218.83,215.61,0,5,benign
4.232,icmp,245.91,189.27,0,1,benign
4.901,tcp,178.47,220.86,0,5,benign
6.741,udp,268.95,273.56,0,3,benign
2.607,tcp,169.56,227.93,0,4,probe
10.828,icmp,33.03,45.12,0,5,benign
6.628,udp,169.27,209.87,0,4,benign
10.401,udp,610.22,606.63,0,7,r2l
5.26,udp,263.57,176.33,0,7,benign
0.236,tcp,24.05,29.22,0,17,dos
4.24,tcp,278.2,246.43,0,4,benign
0.01,tcp,10.37,13.83,0,15,dos
6.119,icmp,221.78,177.97,0,7,benign
2.25,tcp,265.57,183.82,0,3,benign
1.131,udp,119.17,120.01,0,4,benign
5.421,tcp,156.22,147.88,0,10,benign
19.55,udp,1396.36,1150.16,0,7,u2r
4.097,icmp,271.47,258.53,0,2,benign
9.877,udp,434.38,317.05,0,6,r2l
2.086,udp,206.31,158.16,0,8,benign
0.808,tcp,39.0,28.87,1,19,dos
8.92,udp,920.72,1013.53,0,5,u2r
9.47,udp,409.29,339.7,0,3,r2l
3.929,tcp,327.01,248.82,0,9,benign
4.887,tcp,165.82,197.37,0,5,benign
6.623,tcp,227.85,260.09,0,6,benign
5.97,icmp,327.17,262.07,0,7,benign
5.989,icmp,270.25,352.4,0,2,benign
4.642,udp,294.24,266.44,0,5,benign
3.925,tcp,221.13,254.08,0,2,benign
4.467,udp,155.3,216.48,0,5,benign
11.27,tcp,679.18,627.73,0,4,r2l
9.283,tcp,245.29,239.74,0,4,benign
7.922,tcp,342.97,365.08,0,8,benign
0.103,tcp,7.23,7.75,0,6,worm
10.921,udp,1027.66,1120.76,0,3,u2r
3.959,udp,153.68,164.03,0,4,probe
6.649,udp,244.05,281.54,0,12,benign
0.615,icmp,273.24,315.25,1,4,benign
3.932,udp,210.42,191.87,0,8,benign
4.078,udp,221.89,233.54,0,4,benign
6.111,icmp,234.64,194.0,0,6,benign
1.939,udp,149.07,118.34,0,1,probe
12.398,icmp,730.07,558.5,0,1,r2l
5.747,tcp,862.3,678.81,0,10,r2l
4.592,icmp,276.9,330.6,0,4,r2l
9.555,udp,192.53,192.63,0,7,benign
10.446,tcp,402.41,353.04,0,3,r2l
6.236,udp,197.69,290.5,0,3,benign
8.177,tcp,255.34,210.0,0,0,benign
0.25,udp,16.16,15.99,0,20,dos
0.714,icmp,23.92,33.83,0,24,dos
3.22,tcp,387.01,310.28,0,3,benign
5.87,udp,291.99,275.17,0,4,benign
0.518,tcp,3.74,2.82,0,18,dos
7.213,udp,327.96,256.78,0,2,benign
3.12,udp,315.79,259.39,0,5,benign
5.422,icmp,198.42,152.34,0,4,benign
4.619,tcp,227.45,225.58,0,5,benign
1.003,udp,30.71,27.7,0,25,dos
3.139,tcp,199.33,134.69,0,6,benign
4.483,tcp,208.32,138.99,0,6,benign
4.453,icmp,291.18,392.59,0,3,benign
6.104,icmp,292.22,261.32,0,9,benign
3.825,tcp,237.88,290.24,0,6,benign
4.482,tcp,338.88,248.94,0,8,benign
11.225,tcp,493.24,660.03,0,4,r2l
5.946,udp,293.59,220.56,0,9,benign
5.214,udp,331.29,455.03,0,4,benign
5.233,icmp,251.13,278.99,0,8,benign
5.449,tcp,288.06,311.16,0,3,benign
7.397,icmp,248.74,215.83,0,7,benign
0.331,icmp,5.03,4.49,0,6,worm
5.582,tcp,213.32,215.81,0,7,benign
4.711,tcp,260.08,295.12,0,3,benign
0.877,tcp,12.39,8.41,0,18,dos
6.499,icmp,241.86,204.43,0,5,benign
11.253,icmp,667.53,621.72,0,6,r2l
6.303,tcp,313.4,223.31,0,4,benign
6.504,tcp,209.12,197.73,0,6,benign
2.833,icmp,188.72,198.97,0,4,benign
9.007,tcp,284.57,195.87,0,3,benign
1.275,icmp,245.1,245.85,0,6,benign
5.619,udp,214.72,257.17,0,5,benign
3.642,udp,250.42,190.97,0,3,benign
9.469,udp,125.17,85.1,0,5,benign
5.87,icmp,211.4,191.48,0,6,benign
9.857,udp,544.32,815.49,0,4,r2l
5.075,udp,232.15,218.86,0,7,benign
6.925,udp,355.85,362.33,0,2,benign
2.287,udp,78.59,108.0,0,7,probe
1.539,icmp,216.92,224.13,0,5,benign
2.602,udp,246.81,360.69,0,6,benign
5.283,icmp,129.27,98.84,0,3,benign
7.844,icmp,271.37,269.43,0,3,benign
1.754,tcp,114.19,117.1,0,9,probe
8.672,udp,220.84,271.27,0,8,benign
4.089,icmp,180.11,206.92,0,5,benign
5.477,icmp,236.39,202.19,0,5,benign
3.452,icmp,271.94,300.98,0,3,benign
3.188,icmp,64.49,91.78,0,4,probe
4.494,udp,275.77,194.28,0,5,benign
0.525,icmp,30.61,37.41,0,19,dos
3.812,udp,301.11,441.28,0,3,benign
0.52,tcp,14.54,20.97,0,18,dos
3.889,tcp,372.23,369.55,0,6,benign
5.924,icmp,170.67,190.85,0,4,benign
7.851,icmp,290.5,287.95,0,5,benign
4.368,tcp,286.19,273.74,0,3,benign
0.625,icmp,27.97,27.18,0,29,dos
4.45,icmp,219.32,214.42,0,4,benign
4.305,tcp,70.92,72.37,0,3,benign
3.435,icmp,165.11,216.43,0,6,benign
4.411,tcp,113.13,115.65,0,6,benign
3.119,tcp,188.31,263.46,0,2,benign
6.259,udp,231.56,340.41,0,1,benign
2.827,udp,157.5,108.27,0,7,probe
2.643,icmp,266.24,349.84,0,5,benign
4.579,icmp,541.52,426.87,0,5,r2l
7.503,icmp,267.34,253.18,0,8,benign
1.084,udp,67.24,66.45,0,4,probe
0.214,udp,12.82,18.81,0,22,dos
5.868,tcp,197.8,197.7,0,4,benign
14.164,tcp,1737.72,1188.71,0,2,u2r
1.73,tcp,110.31,151.31,0,8,probe
5.527,tcp,151.48,144.69,0,3,benign
1.878,icmp,236.52,237.7,0,6,benign
6.669,udp,378.55,255.31,0,7,benign
4.57,icmp,355.46,246.31,0,3,benign
8.772,tcp,222.83,206.54,0,5,benign
3.952,tcp,384.28,321.69,0,5,benign
0.01,tcp,8.69,12.98,0,21,dos
1.934,udp,32.87,29.52,0,3,probe
5.317,tcp,243.45,223.43,0,2,benign
6.556,tcp,219.06,207.73,0,3,benign
14.38,tcp,549.32,468.13,0,4,u2r
3.658,icmp,268.17,194.8,0,4,benign
7.476,icmp,189.02,282.74,0,7,benign
6.153,tcp,290.53,297.24,0,3,benign
0.775,tcp,28.61,21.31,0,20,dos
5.746,icmp,622.89,851.99,0,4,r2l
2.771,udp,209.14,267.26,0,7,benign
5.893,tcp,262.16,309.89,0,3,benign
5.27,tcp,272.83,310.91,0,0,benign
2.612,udp,70.74,97.91,0,9,probe
11.899,icmp,687.47,535.0,0,4,r2l
3.457,tcp,87.29,60.96,0,7,probe
9.789,icmp,252.99,354.78,0,2,r2l
0.149,tcp,18.96,14.63,1,19,dos
5.657,udp,291.92,272.22,0,6,benign
1.018,udp,217.57,247.72,0,4,benign
7.507,icmp,274.25,187.11,0,4,r2l
0.224,tcp,29.7,26.27,0,13,dos
6.936,udp,314.08,259.48,0,6,benign
0.926,tcp,40.92,37.76,0,20,dos
5.449,icmp,328.82,427.29,0,8,benign
8.243,tcp,520.44,661.22,0,7,r2l
7.894,tcp,284.62,384.82,0,2,benign
8.002,icmp,424.02,591.3,0,6,r2l
1.184,icmp,114.22,124.66,0,8,probe
5.227,tcp,313.79,338.3,0,5,benign
5.82,tcp,159.45,137.06,0,5,benign
7.21,udp,142.67,208.11,0,5,benign
0.181,tcp,0.97,0.97,0,4,worm
5.059,icmp,123.46,153.11,0,9,probe
0.01,tcp,56.5,38.6,0,22,dos
4.583,udp,546.8,389.01,0,6,r2l
1.589,udp,152.09,110.62,0,7,benign
3.247,udp,17.53,23.55,0,8,probe
6.329,udp,327.81,226.78,0,2,benign
0.338,icmp,31.34,26.67,0,18,dos
8.856,udp,877.57,586.53,0,8,r2l
0.434,tcp,22.73,16.79,0,27,dos
4.452,udp,386.06,259.07,0,5,benign
2.935,icmp,253.69,307.78,0,4,benign
6.177,tcp,316.35,361.9,0,4,benign
3.241,udp,270.41,362.75,0,4,benign
7.245,icmp,148.98,112.42,0,9,benign
5.536,icmp,106.79,100.74,0,6,benign
4.297,udp,196.95,254.56,0,6,benign
5.136,udp,268.5,192.14,0,2,benign
2.263,udp,185.2,197.63,0,8,benign
2.425,icmp,279.18,271.36,0,5,benign
1.985,tcp,173.51,124.67,0,4,benign
0.7,udp,13.89,15.19,0,10,dos
5.311,tcp,37.5,50.08,0,3,benign
7.239,tcp,209.52,207.98,0,6,benign
5.204,udp,166.1,212.6,0,6,benign
6.172,icmp,249.44,276.13,0,9,benign
5.94,icmp,278.76,361.44,0,7,benign
3.847,tcp,194.96,195.84,0,4,benign
5.663,tcp,236.44,235.32,0,4,benign
0.312,tcp,35.86,30.37,0,19,dos
0.866,tcp,13.27,14.91,1,17,dos
6.639,icmp,315.85,214.63,0,7,benign
3.929,tcp,260.47,177.56,0,5,benign
6.102,icmp,278.56,257.31,0,5,benign
0.287,icmp,3.03,4.46,1,7,worm
0.66,icmp,40.57,42.99,0,15,dos
6.141,icmp,281.3,252.61,0,3,benign
6.475,icmp,301.03,356.87,0,11,benign
3.086,tcp,381.08,381.38,0,5,benign
4.805,icmp,194.18,279.2,0,5,benign
3.881,udp,335.82,246.06,0,4,benign
5.302,icmp,286.22,221.12,0,4,benign
0.179,icmp,2.61,2.93,0,2,worm
6.142,tcp,162.1,138.42,0,7,benign
6.662,icmp,153.81,182.31,0,3,benign
0.357,udp,50.2,41.6,0,22,dos
5.14,tcp,186.41,157.5,0,9,benign
5.979,icmp,335.34,411.63,0,7,benign
2.5,udp,143.8,159.58,0,6,probe
8.181,udp,361.14,256.93,0,11,benign
1.21,icmp,261.2,242.17,0,2,benign
4.532,tcp,203.67,275.65,0,5,benign
3.211,tcp,218.99,323.28,0,3,benign
3.273,udp,140.63,206.43,0,7,benign
8.993,icmp,258.14,322.47,0,10,benign
5.656,tcp,271.54,251.2,0,7,benign
3.543,udp,328.21,225.75,0,10,benign
6.268,tcp,411.27,424.55,0,5,benign
1.795,tcp,426.77,354.99,0,5,benign
6.773,tcp,194.48,259.87,0,3,benign
2.857,udp,272.7,389.44,0,8,r2l
0.267,udp,8.03,5.96,0,13,worm
6.271,icmp,268.76,345.14,0,1,benign
8.806,udp,325.6,260.71,0,3,benign
2.611,icmp,147.6,172.55,0,6,benign
1.642,tcp,355.07,252.73,0,5,benign
4.809,tcp,168.1,185.53,0,4,benign
5.028,icmp,141.66,182.57,0,4,benign
5.958,icmp,240.63,163.9,0,9,benign
3.612,icmp,181.39,226.48,0,2,probe
0.682,udp,37.23,30.16,0,24,dos
4.592,udp,191.33,205.83,0,3,benign
2.802,udp,86.54,118.1,0,4,probe
1.996,tcp,110.97,107.68,0,5,probe
4.835,udp,354.63,322.17,0,5,r2l
2.964,tcp,283.73,235.74,0,3,benign
6.791,icmp,291.19,399.64,0,11,benign
6.226,udp,200.75,190.12,0,9,benign
7.767,udp,224.4,201.23,0,3,benign
5.815,tcp,197.67,154.72,0,4,benign
0.15,icmp,4.9,4.35,0,8,worm
0.746,tcp,19.57,23.51,0,28,dos
6.681,icmp,174.33,131.65,0,3,benign
13.783,udp,968.9,1112.38,0,6,u2r
8.849,icmp,486.64,392.61,0,7,benign
18.058,tcp,646.93,858.32,0,4,u2r
3.268,icmp,210.97,188.25,0,5,benign
4.145,udp,285.58,213.08,0,4,benign
6.991,icmp,115.88,135.18,0,8,benign
5.405,tcp,257.61,287.85,0,3,benign
0.212,udp,1.5,1.63,0,6,worm
5.498,udp,127.56,190.09,0,6,benign
3.741,udp,123.85,160.71,0,5,benign
5.992,tcp,231.7,264.33,0,1,benign
1.151,udp,24.47,24.05,0,20,dos
1.016,udp,28.83,24.54,0,28,dos
2.796,udp,80.69,58.19,0,4,probe
6.206,udp,271.94,231.92,0,4,benign
0.349,icmp,291.56,248.69,0,5,benign
5.359,icmp,287.94,239.89,0,4,benign
2.379,udp,286.7,206.82,0,3,benign
6.578,udp,450.43,316.85,0,7,benign
0.585,udp,30.09,22.39,0,20,dos
3.496,udp,301.62,401.27,0,4,benign
6.67,tcp,288.73,247.66,0,6,benign
7.947,udp,106.17,159.26,0,7,benign
0.311,udp,321.65,254.23,0,4,benign
4.923,icmp,371.73,295.91,0,4,benign
0.253,icmp,43.67,40.21,1,32,dos
0.01,tcp,28.26,20.3,1,17,dos
4.281,tcp,67.62,48.78,0,4,probe
5.732,udp,101.31,83.71,0,3,benign
0.587,tcp,8.81,6.94,0,17,dos
0.896,udp,24.35,17.12,0,22,dos
0.379,icmp,11.32,9.83,0,23,dos
6.544,tcp,272.26,207.41,0,3,benign
5.724,udp,221.47,288.13,0,6,benign
6.159,icmp,243.72,214.98,0,5,benign
5.484,tcp,785.78,583.34,0,4,r2l
8.764,tcp,332.83,300.43,0,1,benign
2.856,udp,82.87,123.2,0,5,probe
3.611,icmp,231.24,285.66,0,5,benign
19.191,udp,667.22,800.34,0,7,u2r
9.459,icmp,252.96,226.76,0,10,benign
0.668,icmp,22.65,21.77,0,30,dos
1.045,icmp,328.4,458.67,0,6,benign
5.265,icmp,291.87,298.96,0,6,benign
3.847,udp,319.59,472.93,0,0,benign
2.499,icmp,172.06,152.92,0,4,probe
6.989,udp,264.74,258.95,0,3,benign
0.01,icmp,615.4,748.0,0,5,r2l
6.51,tcp,269.25,335.05,0,2,benign
4.593,tcp,84.93,73.88,0,8,probe
8.641,udp,260.06,376.46,0,6,benign
2.846,udp,129.64,163.32,0,6,probe
0.736,udp,34.35,31.75,0,17,dos
6.959,udp,324.96,286.07,0,8,benign
0.218,udp,14.87,21.54,0,25,dos
0.249,udp,49.33,51.05,0,23,dos
6.424,tcp,286.88,249.18,0,4,benign
7.65,icmp,148.98,154.87,1,3,benign
6.34,icmp,266.74,185.55,0,7,benign
0.694,tcp,119.57,162.84,0,5,probe
0.391,tcp,27.11,40.27,0,12,dos
0.211,udp,50.26,33.78,0,21,dos
2.279,icmp,226.17,226.59,0,7,benign
6.048,icmp,286.98,275.84,0,9,benign
0.383,icmp,33.91,39.08,0,17,dos
4.571,udp,115.31,84.18,0,4,benign
3.875,tcp,97.69,117.07,0,5,probe
1.379,udp,325.37,356.06,0,6,benign
1.597,udp,117.7,106.62,0,6,probe
11.418,udp,549.57,606.8,0,4,r2l
5.184,icmp,216.18,285.02,0,7,benign
0.611,udp,19.47,18.97,1,17,dos
5.256,icmp,90.65,113.3,0,6,benign
7.331,udp,249.82,302.88,0,12,benign
1.855,tcp,263.36,280.6,0,5,benign
5.856,icmp,335.36,453.39,0,6,benign
5.808,udp,215.02,321.87,0,10,benign
5.775,tcp,233.3,163.66,0,2,benign
0.639,udp,214.36,172.1,0,7,benign
9.376,icmp,447.29,475.19,0,5,r2l
1.081,tcp,18.5,25.02,0,18,dos
1.307,udp,275.32,335.77,0,5,benign
4.804,icmp,286.35,223.19,0,7,r2l
2.735,udp,48.53,56.32,0,4,probe
6.11,tcp,315.78,306.03,0,3,benign
4.741,tcp,304.12,268.44,0,4,benign
2.719,icmp,124.99,149.96,0,4,probe
0.688,udp,203.04,171.92,0,3,benign
3.255,tcp,72.74,50.13,0,3,probe
13.158,tcp,1250.14,927.82,0,6,u2r
6.177,udp,191.53,246.72,0,10,benign
2.786,udp,224.64,257.99,0,3,benign
4.618,udp,227.1,171.15,0,6,benign
8.362,udp,278.06,205.63,0,3,r2l
4.022,tcp,314.2,230.89,0,4,benign
6.991,udp,324.4,224.08,0,4,benign
1.48,icmp,229.23,281.34,0,4,benign
6.714,icmp,260.08,198.13,0,1,benign
0.274,icmp,34.68,32.74,0,30,dos
4.648,udp,241.81,292.22,0,4,benign
2.401,icmp,87.47,89.07,0,3,probe
6.161,icmp,206.24,292.07,0,5,benign
0.01,udp,290.55,357.69,0,8,benign
3.212,tcp,284.47,368.1,0,3,benign
3.551,udp,216.63,275.37,0,6,benign
3.474,udp,308.46,335.7,0,4,benign
5.172,tcp,391.77,311.3,0,5,benign
1.895,udp,303.38,256.47,0,7,benign
4.878,tcp,507.94,662.29,0,9,r2l
6.229,udp,213.31,178.33,0,4,benign
7.872,udp,339.08,374.75,0,3,benign
5.353,icmp,109.55,141.22,0,6,benign
4.075,udp,246.16,360.8,0,4,benign
4.89,icmp,151.48,136.25,0,5,benign
3.201,udp,236.2,252.94,0,7,benign
5.053,icmp,311.74,218.91,0,6,benign
0.528,udp,29.99,42.14,0,21,dos
5.648,icmp,158.87,136.06,0,6,benign
5.824,tcp,307.98,278.62,0,5,benign
3.791,icmp,405.95,285.24,0,4,benign
4.862,icmp,286.89,233.6,0,5,benign
0.224,icmp,0.41,0.59,1,3,worm
2.805,udp,227.68,219.56,0,7,benign
4.248,tcp,439.8,306.85,0,6,benign
5.353,icmp,257.11,335.94,0,7,benign
3.004,udp,249.47,271.17,0,3,benign
5.879,udp,234.82,261.66,0,4,benign
0.199,tcp,24.67,28.0,0,18,dos
4.261,udp,17.45,12.05,0,3,probe
2.845,icmp,148.23,113.81,0,4,benign
5.778,tcp,266.33,207.73,0,4,benign
10.545,udp,206.29,195.31,0,1,r2l
0.424,udp,13.35,19.26,0,19,dos
3.199,udp,308.14,252.4,0,7,benign
5.596,udp,526.07,376.46,0,5,r2l
2.706,tcp,209.23,256.65,0,6,benign
5.319,icmp,206.4,230.71,0,8,benign
7.365,icmp,203.55,289.18,0,1,benign
2.93,tcp,202.22,275.72,0,4,benign
1.278,icmp,375.15,266.29,0,7,benign
8.315,icmp,262.71,308.19,0,8,benign
4.332,udp,188.93,228.82,0,5,benign
0.266,tcp,3.66,3.88,0,6,worm
6.648,icmp,315.83,246.24,0,7,benign
5.767,icmp,202.14,292.19,0,4,benign
2.981,tcp,147.42,208.74,0,2,probe
5.939,icmp,286.3,243.09,0,6,benign
0.785,tcp,191.97,237.38,0,3,benign
4.996,udp,242.41,163.25,0,3,benign
4.398,tcp,244.51,241.06,0,5,benign
15.83,tcp,1452.68,1060.75,0,6,u2r
6.175,icmp,278.29,315.2,0,3,benign
